epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,8786.37,0.76273,1.02123,0.48305,0.95782,0.95405,0.912,0.95663,0.79391,0.92233,0.8743,0.9103,0.67013,0.73442,1.20601,0.49726,0.92665,0.0011882,0.0011882,0.0011882
125,8856.94,0.75295,1.04665,0.48524,0.95605,0.95642,0.91822,0.95931,0.78767,0.926,0.88555,0.91362,0.67345,0.74438,1.1946,0.49616,0.93314,0.0011816,0.0011816,0.0011816
126,8927.14,0.77583,1.05351,0.5436,0.99337,0.95734,0.91129,0.95571,0.79785,0.92819,0.88014,0.91222,0.67829,0.7189,1.18114,0.4933,0.92297,0.001175,0.001175,0.001175
127,8998.07,0.79192,1.07107,0.50472,0.97294,0.95254,0.91562,0.95193,0.78503,0.91285,0.87386,0.8958,0.65944,0.74517,1.24062,0.50595,0.93264,0.0011684,0.0011684,0.0011684
128,9067.85,0.78409,1.02045,0.49487,0.97088,0.95412,0.91331,0.94572,0.79163,0.92675,0.87871,0.90217,0.67023,0.71794,1.20272,0.49862,0.93058,0.0011618,0.0011618,0.0011618
129,9138.38,0.73608,0.98641,0.47234,0.95787,0.94697,0.91973,0.95711,0.7975,0.91853,0.88061,0.90644,0.66676,0.7085,1.18373,0.48373,0.91899,0.0011552,0.0011552,0.0011552
130,9208.95,0.75134,1.019,0.50118,0.96407,0.9477,0.91748,0.95599,0.79434,0.92163,0.87526,0.9048,0.6678,0.72631,1.24222,0.49044,0.92584,0.0011486,0.0011486,0.0011486
131,9279.34,0.76349,1.00828,0.49104,0.96072,0.96491,0.91194,0.94822,0.79274,0.93139,0.87822,0.9038,0.66924,0.71997,1.24123,0.49184,0.92012,0.001142,0.001142,0.001142
132,9350.34,0.7647,1.02273,0.48881,0.96855,0.94368,0.91716,0.95032,0.7868,0.91421,0.88122,0.9041,0.65955,0.73415,1.20476,0.50314,0.92928,0.0011354,0.0011354,0.0011354
133,9420.99,0.76062,1.02231,0.48409,0.96187,0.95753,0.91716,0.95328,0.7986,0.92719,0.8789,0.90765,0.67493,0.70881,1.18404,0.49166,0.9199,0.0011288,0.0011288,0.0011288
134,9491.42,0.7622,1.03439,0.48519,0.97306,0.94674,0.92694,0.96263,0.79278,0.92135,0.88459,0.91019,0.67003,0.72942,1.17428,0.48119,0.9193,0.0011222,0.0011222,0.0011222
135,9561.24,0.75222,1.02007,0.47997,0.95692,0.95335,0.9152,0.96078,0.79991,0.9283,0.88382,0.91929,0.67866,0.70565,1.19125,0.49062,0.92556,0.0011156,0.0011156,0.0011156
136,9632.01,0.73838,1.00547,0.46982,0.95467,0.95475,0.91752,0.95276,0.79755,0.92162,0.88144,0.90992,0.67673,0.713,1.18956,0.49405,0.92162,0.001109,0.001109,0.001109
137,9701.91,0.73869,0.97625,0.47047,0.95691,0.95352,0.91868,0.95777,0.80027,0.92576,0.88494,0.91278,0.67375,0.71882,1.20578,0.49206,0.92324,0.0011024,0.0011024,0.0011024
138,9772,0.75044,0.98911,0.47492,0.95731,0.95886,0.91264,0.95739,0.79887,0.9293,0.88187,0.91468,0.67905,0.71374,1.15522,0.48283,0.92146,0.0010958,0.0010958,0.0010958
139,9843.14,0.74273,0.9904,0.47207,0.95174,0.9521,0.91601,0.95729,0.79897,0.92534,0.88511,0.91791,0.67722,0.70895,1.16089,0.48788,0.91884,0.0010892,0.0010892,0.0010892
140,9913.73,0.75129,0.9757,0.47705,0.96197,0.95192,0.918,0.95919,0.80043,0.92786,0.88987,0.92303,0.68289,0.71948,1.14599,0.49186,0.92028,0.0010826,0.0010826,0.0010826
141,9984.66,0.73645,0.9611,0.46694,0.95371,0.94607,0.91995,0.94938,0.80032,0.92604,0.89701,0.92013,0.68084,0.69507,1.14467,0.48936,0.91532,0.001076,0.001076,0.001076
142,10054.6,0.73971,0.99248,0.47044,0.96178,0.95436,0.91908,0.95387,0.80491,0.92643,0.88749,0.90989,0.67855,0.7009,1.1829,0.47984,0.91806,0.0010694,0.0010694,0.0010694
143,10125.4,0.73974,0.97112,0.46966,0.95381,0.94763,0.92125,0.9527,0.79665,0.91905,0.88671,0.90667,0.67588,0.7106,1.17517,0.48558,0.91527,0.0010628,0.0010628,0.0010628
144,10195.7,0.74326,0.97006,0.47302,0.95477,0.96215,0.91295,0.95623,0.81004,0.93731,0.87994,0.91419,0.68928,0.68294,1.18357,0.47088,0.91107,0.0010562,0.0010562,0.0010562
145,10267.1,0.72446,0.96975,0.46218,0.94951,0.95726,0.92069,0.95918,0.8085,0.93226,0.89326,0.92081,0.69169,0.69661,1.13499,0.46751,0.91353,0.0010496,0.0010496,0.0010496
146,10337.4,0.7346,0.99686,0.47075,0.9519,0.95134,0.90944,0.94977,0.79998,0.92314,0.87884,0.9054,0.67306,0.69435,1.1877,0.48418,0.91252,0.001043,0.001043,0.001043
147,10408.1,0.7373,0.98695,0.46292,0.94856,0.95284,0.91627,0.95445,0.80705,0.92982,0.8886,0.91712,0.68419,0.68791,1.15877,0.47808,0.90984,0.0010364,0.0010364,0.0010364
148,10479.1,0.74151,1.01678,0.47381,0.96298,0.95971,0.91223,0.95642,0.80294,0.92813,0.88006,0.91076,0.68238,0.70388,1.17851,0.47545,0.91286,0.0010298,0.0010298,0.0010298
149,10549.7,0.72866,0.96915,0.46205,0.95227,0.95808,0.91976,0.9551,0.80461,0.92923,0.881,0.90575,0.67675,0.69552,1.20136,0.47232,0.91264,0.0010232,0.0010232,0.0010232
150,10620.2,0.72826,0.98165,0.46101,0.9466,0.95315,0.92125,0.95359,0.80286,0.92537,0.88641,0.90862,0.6709,0.69564,1.21405,0.47948,0.91596,0.0010166,0.0010166,0.0010166
151,10690.7,0.72081,0.95761,0.46353,0.94723,0.95759,0.91847,0.96138,0.80905,0.93173,0.88749,0.9191,0.67961,0.69807,1.15605,0.47069,0.91526,0.00101,0.00101,0.00101
152,10761.5,0.732,0.97088,0.506,0.95254,0.95504,0.91919,0.9609,0.81353,0.92657,0.88598,0.91765,0.68042,0.69059,1.16332,0.48131,0.91867,0.0010034,0.0010034,0.0010034
153,10832,0.72185,0.95426,0.45974,0.95067,0.96011,0.91562,0.95206,0.81107,0.92575,0.881,0.90678,0.68752,0.68419,1.22444,0.47171,0.91161,0.0009968,0.0009968,0.0009968
154,10902.8,0.73415,0.99909,0.46743,0.95706,0.95928,0.91778,0.96321,0.81437,0.93291,0.88755,0.92456,0.68829,0.69258,1.1873,0.46355,0.91509,0.0009902,0.0009902,0.0009902
155,10973.2,0.72475,0.96287,0.45887,0.9517,0.96546,0.91918,0.95715,0.80582,0.93746,0.88542,0.91348,0.68989,0.7066,1.19609,0.47218,0.91249,0.0009836,0.0009836,0.0009836
156,11043.1,0.71137,0.95202,0.45807,0.94579,0.96256,0.918,0.95313,0.80352,0.93277,0.88254,0.90598,0.67108,0.68038,1.21827,0.46148,0.91408,0.000977,0.000977,0.000977
157,11113.7,0.72103,0.9738,0.46015,0.9482,0.96308,0.91984,0.95556,0.80919,0.93878,0.8858,0.91363,0.68433,0.68211,1.18297,0.4655,0.91179,0.0009704,0.0009704,0.0009704
158,11184.7,0.71488,0.92893,0.45488,0.95126,0.96067,0.9219,0.95624,0.80493,0.93314,0.89117,0.9122,0.67759,0.68759,1.17974,0.46453,0.90718,0.0009638,0.0009638,0.0009638
159,11254.6,0.71368,0.93309,0.46099,0.94934,0.96456,0.91852,0.95757,0.81368,0.93817,0.88967,0.91525,0.68877,0.67642,1.14568,0.45494,0.90416,0.0009572,0.0009572,0.0009572
160,11324.4,0.71238,0.96163,0.45414,0.94556,0.95745,0.91908,0.95784,0.81088,0.93569,0.88511,0.91422,0.67675,0.67922,1.17346,0.47019,0.90611,0.0009506,0.0009506,0.0009506
161,11395.3,0.71183,0.96605,0.45999,0.94631,0.96648,0.92324,0.96026,0.81332,0.93884,0.89117,0.9156,0.68541,0.6738,1.16707,0.46034,0.9052,0.000944,0.000944,0.000944
162,11465.7,0.71472,0.95611,0.45172,0.944,0.95634,0.92404,0.96319,0.81546,0.92988,0.89229,0.92012,0.68795,0.67613,1.15598,0.46383,0.90553,0.0009374,0.0009374,0.0009374
163,11536.1,0.70963,0.94768,0.44839,0.94289,0.95655,0.92492,0.96478,0.81418,0.92555,0.89182,0.91732,0.68011,0.68512,1.14967,0.46061,0.90629,0.0009308,0.0009308,0.0009308
164,11606.5,0.71346,0.93159,0.45414,0.94932,0.95801,0.92301,0.95875,0.808,0.92129,0.88663,0.90532,0.66928,0.68366,1.17848,0.45987,0.91461,0.0009242,0.0009242,0.0009242
165,11676.8,0.72295,0.95057,0.45972,0.954,0.95989,0.92172,0.96007,0.81357,0.93139,0.88698,0.91277,0.68408,0.67886,1.15804,0.46121,0.90741,0.0009176,0.0009176,0.0009176
166,11746.6,0.71707,0.93888,0.44865,0.94227,0.96515,0.91677,0.95834,0.82018,0.93374,0.88468,0.91584,0.69223,0.66585,1.14652,0.459,0.90429,0.000911,0.000911,0.000911
167,11817.2,0.70836,0.93751,0.45252,0.94881,0.96274,0.91714,0.95718,0.81567,0.93498,0.88836,0.91435,0.69184,0.67906,1.14963,0.46159,0.90454,0.0009044,0.0009044,0.0009044
168,11887.6,0.71182,0.94053,0.4514,0.94295,0.96379,0.9215,0.95849,0.81489,0.93363,0.89168,0.9145,0.68741,0.67639,1.1752,0.45644,0.9065,0.0008978,0.0008978,0.0008978
169,11957.9,0.70123,0.93285,0.45165,0.95536,0.96011,0.92698,0.96268,0.82033,0.93358,0.8955,0.92117,0.6882,0.66676,1.14585,0.45414,0.90159,0.0008912,0.0008912,0.0008912
170,12028.8,0.69745,0.91839,0.80143,0.92949,0.959,0.92752,0.96383,0.81959,0.93249,0.89948,0.92045,0.68679,0.67098,1.15318,0.45694,0.905,0.0008846,0.0008846,0.0008846
171,12099.2,0.70194,0.91736,0.45605,0.94497,0.96737,0.92601,0.96439,0.82589,0.94129,0.89896,0.92363,0.69553,0.66416,1.16392,0.45062,0.90237,0.000878,0.000878,0.000878
172,12169.8,0.70671,0.92683,0.44953,0.94223,0.96391,0.93046,0.96827,0.82497,0.93156,0.89918,0.92392,0.69469,0.66629,1.13482,0.44692,0.90229,0.0008714,0.0008714,0.0008714
173,12240.4,0.695,0.89279,0.44783,0.9428,0.95626,0.92666,0.95914,0.81714,0.92879,0.89593,0.91612,0.68787,0.66374,1.14312,0.45287,0.9016,0.0008648,0.0008648,0.0008648
174,12311.3,0.70906,0.94538,0.44773,0.94371,0.95943,0.92613,0.96177,0.82226,0.93247,0.89377,0.91644,0.6957,0.66739,1.15913,0.45434,0.90095,0.0008582,0.0008582,0.0008582
175,12382.1,0.70295,0.93155,0.44723,0.94346,0.96286,0.92298,0.95933,0.81676,0.93581,0.89031,0.91536,0.69063,0.66972,1.17371,0.45215,0.90633,0.0008516,0.0008516,0.0008516
176,12451.9,0.7095,0.92364,0.4488,0.94739,0.95474,0.92189,0.95507,0.81586,0.93136,0.8836,0.91028,0.68966,0.66474,1.17161,0.45738,0.90365,0.000845,0.000845,0.000845
177,12522.4,0.69497,0.92979,0.43823,0.93544,0.96073,0.92233,0.95684,0.8166,0.93015,0.88771,0.91021,0.68423,0.66846,1.18429,0.45766,0.90509,0.0008384,0.0008384,0.0008384
178,12593.1,0.70997,0.94787,0.45029,0.95175,0.9607,0.92276,0.9592,0.82159,0.93463,0.89442,0.91718,0.68544,0.66452,1.17688,0.45699,0.90071,0.0008318,0.0008318,0.0008318
179,12664.5,0.70072,0.93277,0.44517,0.94439,0.96953,0.92016,0.95486,0.81958,0.94149,0.89117,0.91479,0.69637,0.66596,1.15126,0.45899,0.90422,0.0008252,0.0008252,0.0008252
180,12734.9,0.71393,0.94444,0.45482,0.94105,0.96081,0.92168,0.95393,0.8182,0.93359,0.89161,0.91231,0.68445,0.66124,1.13007,0.45658,0.90053,0.0008186,0.0008186,0.0008186
181,12804.4,0.69137,0.91387,0.43981,0.94088,0.96056,0.92384,0.95312,0.82121,0.93222,0.89271,0.90925,0.68908,0.65376,1.20414,0.45726,0.89871,0.000812,0.000812,0.000812
182,12874.7,0.7036,0.91426,0.44257,0.94474,0.96448,0.92038,0.95857,0.82276,0.93468,0.89182,0.91511,0.69186,0.66487,1.20784,0.45279,0.90407,0.0008054,0.0008054,0.0008054
183,12945.1,0.68826,0.90455,0.44575,0.93937,0.966,0.92215,0.95697,0.82269,0.93649,0.89334,0.91653,0.69473,0.6545,1.15982,0.44854,0.89782,0.0007988,0.0007988,0.0007988
184,13015.8,0.68875,0.948,0.43744,0.93357,0.96293,0.92428,0.96211,0.82116,0.94232,0.90026,0.92794,0.69578,0.66,1.1314,0.44441,0.89843,0.0007922,0.0007922,0.0007922
185,13085.8,0.69029,0.93292,0.43975,0.93825,0.96442,0.92083,0.96146,0.82362,0.93846,0.89485,0.92332,0.6951,0.66686,1.15,0.45513,0.90304,0.0007856,0.0007856,0.0007856
186,13155.8,0.68857,0.91019,0.43688,0.93463,0.97105,0.92168,0.96523,0.82796,0.94,0.88805,0.91957,0.69692,0.65789,1.16641,0.4457,0.89878,0.000779,0.000779,0.000779
187,13226.7,0.70704,0.93414,0.44275,0.94334,0.96483,0.92589,0.95756,0.82302,0.94177,0.89923,0.92019,0.70037,0.65155,1.14335,0.44551,0.89731,0.0007724,0.0007724,0.0007724
188,13297.7,0.70146,0.89713,0.43965,0.94161,0.97085,0.92882,0.97012,0.83091,0.94364,0.89841,0.92932,0.70601,0.65707,1.13049,0.43955,0.89745,0.0007658,0.0007658,0.0007658
189,13368.2,0.68751,0.92306,0.43484,0.93355,0.96558,0.9219,0.96102,0.82689,0.93793,0.89248,0.92127,0.69682,0.6532,1.16308,0.4442,0.89763,0.0007592,0.0007592,0.0007592
190,13439.4,0.69418,0.91798,0.44814,0.93861,0.95836,0.92492,0.95885,0.82646,0.93327,0.8968,0.91621,0.69119,0.64933,1.16597,0.44332,0.89625,0.0007526,0.0007526,0.0007526
191,13510.2,0.69914,0.92205,0.44343,0.95624,0.96688,0.92221,0.95742,0.82262,0.9422,0.89225,0.91794,0.69436,0.65484,1.15994,0.44222,0.89746,0.000746,0.000746,0.000746
192,13581.8,0.68666,0.9015,0.43836,0.94162,0.96969,0.92061,0.96059,0.82485,0.94155,0.89225,0.92101,0.69914,0.65468,1.14075,0.44158,0.89856,0.0007394,0.0007394,0.0007394
193,13652.2,0.67804,0.89721,0.43365,0.93473,0.97511,0.9193,0.96063,0.82471,0.95144,0.89024,0.92284,0.6992,0.65079,1.12791,0.4397,0.8974,0.0007328,0.0007328,0.0007328
194,13723.6,0.6877,0.89254,0.43582,0.93896,0.95776,0.92687,0.96506,0.82784,0.93498,0.8992,0.9242,0.69531,0.64473,1.09763,0.43857,0.89552,0.0007262,0.0007262,0.0007262
195,13794.7,0.68941,0.91249,0.43411,0.93277,0.96576,0.92154,0.96362,0.82374,0.94087,0.89312,0.92388,0.69821,0.65125,1.11291,0.43961,0.89704,0.0007196,0.0007196,0.0007196
196,13866.3,0.69726,1.00288,0.45211,0.9516,0.96666,0.92213,0.95581,0.82132,0.93876,0.89552,0.9165,0.68446,0.64496,1.15346,0.44067,0.89644,0.000713,0.000713,0.000713
197,13937.2,0.68051,0.90601,0.43177,0.93555,0.96267,0.9219,0.9535,0.81787,0.9359,0.89076,0.91113,0.68084,0.64774,1.14151,0.44509,0.89632,0.0007064,0.0007064,0.0007064
198,14008.3,0.66853,0.87655,0.42663,0.93176,0.96751,0.92143,0.96055,0.82544,0.94015,0.89247,0.92047,0.69907,0.65254,1.13715,0.43876,0.89682,0.0006998,0.0006998,0.0006998
199,14078.3,0.67098,0.87666,0.424,0.93291,0.96981,0.92424,0.96072,0.82551,0.93919,0.88987,0.91236,0.69322,0.64388,1.17153,0.42971,0.89389,0.0006932,0.0006932,0.0006932
200,14149.2,0.67715,0.89322,0.42657,0.93564,0.96755,0.92557,0.96465,0.82798,0.94253,0.89788,0.92398,0.69203,0.64568,1.11933,0.43056,0.89423,0.0006866,0.0006866,0.0006866
201,14219.6,0.66267,0.88251,0.42271,0.93224,0.97025,0.92439,0.96064,0.82713,0.94459,0.9,0.92227,0.6949,0.63977,1.1335,0.43229,0.89464,0.00068,0.00068,0.00068
202,14290.8,0.68661,0.90352,0.43126,0.9348,0.97005,0.91822,0.96106,0.82954,0.94627,0.89312,0.92553,0.69926,0.63814,1.121,0.43079,0.8944,0.0006734,0.0006734,0.0006734
203,14361.9,0.67141,0.87774,0.42527,0.93514,0.96339,0.92557,0.95956,0.82652,0.93915,0.90165,0.92485,0.7032,0.63994,1.11436,0.42915,0.89474,0.0006668,0.0006668,0.0006668
204,14432.4,0.67389,0.89322,0.42934,0.93698,0.96503,0.92406,0.95826,0.82544,0.94418,0.89312,0.91976,0.69476,0.64355,1.15924,0.43213,0.89269,0.0006602,0.0006602,0.0006602
205,14503.7,0.6857,0.95285,0.43498,0.95103,0.96479,0.92492,0.95889,0.82591,0.93545,0.89269,0.91047,0.68155,0.64582,1.14399,0.43457,0.89461,0.0006536,0.0006536,0.0006536
206,14575.1,0.67584,0.89005,0.42841,0.92608,0.96731,0.92774,0.96204,0.83099,0.94,0.89492,0.91507,0.6898,0.64076,1.1264,0.43155,0.8931,0.000647,0.000647,0.000647
207,14645.1,0.6711,0.90245,0.43336,0.93955,0.97363,0.91859,0.96411,0.83382,0.94273,0.88749,0.91746,0.69763,0.64627,1.14363,0.4344,0.89265,0.0006404,0.0006404,0.0006404
208,14716.2,0.65679,0.84681,0.4177,0.93282,0.96344,0.92644,0.96146,0.83328,0.93981,0.90204,0.92291,0.69498,0.63477,1.14156,0.43328,0.89165,0.0006338,0.0006338,0.0006338
209,14787.5,0.67419,0.89429,0.42405,0.93326,0.96674,0.91995,0.95979,0.83031,0.94188,0.89117,0.91595,0.69205,0.62736,1.13584,0.43114,0.88962,0.0006272,0.0006272,0.0006272
210,14858.5,0.65842,0.8703,0.4214,0.93089,0.96951,0.9218,0.95889,0.83051,0.94493,0.89507,0.91904,0.70126,0.62923,1.11978,0.43148,0.88979,0.0006206,0.0006206,0.0006206
211,14929.9,0.66558,0.86242,0.41853,0.93446,0.96385,0.92285,0.95998,0.83226,0.9375,0.89253,0.91651,0.70019,0.63823,1.14384,0.43178,0.8928,0.000614,0.000614,0.000614
212,15000.5,0.67383,0.8908,0.42778,0.93269,0.96617,0.92449,0.96216,0.8323,0.9351,0.8955,0.91927,0.69657,0.64039,1.14778,0.43238,0.89097,0.0006074,0.0006074,0.0006074
213,15071.2,0.66661,0.87652,0.42116,0.93323,0.96796,0.92174,0.96321,0.83408,0.93802,0.89204,0.92194,0.69996,0.63655,1.14336,0.42639,0.89143,0.0006008,0.0006008,0.0006008
214,15142.4,0.66613,0.86147,0.42378,0.93191,0.97329,0.92233,0.96311,0.8363,0.94222,0.89161,0.92054,0.70101,0.63043,1.16758,0.42739,0.88786,0.0005942,0.0005942,0.0005942
215,15213.5,0.65785,0.86898,0.41607,0.92973,0.96618,0.92254,0.96238,0.83436,0.93878,0.8925,0.9205,0.70256,0.63542,1.14373,0.42786,0.89057,0.0005876,0.0005876,0.0005876
216,15284.6,0.65876,0.86897,0.41775,0.93051,0.96884,0.92363,0.96292,0.83465,0.93684,0.89312,0.91785,0.69324,0.63002,1.16687,0.43189,0.8883,0.000581,0.000581,0.000581
217,15355.8,0.67056,0.88226,0.42322,0.93609,0.96746,0.92341,0.96057,0.83291,0.94111,0.89247,0.91684,0.69855,0.63228,1.16105,0.4348,0.88967,0.0005744,0.0005744,0.0005744
218,15426.9,0.66591,0.87072,0.42064,0.93106,0.96567,0.9193,0.96135,0.83471,0.94065,0.8929,0.92013,0.70093,0.62992,1.12114,0.4302,0.89066,0.0005678,0.0005678,0.0005678
219,15497.8,0.66938,0.888,0.42268,0.93076,0.96437,0.92016,0.95743,0.83105,0.93876,0.89555,0.91867,0.69821,0.62875,1.15281,0.4355,0.88857,0.0005612,0.0005612,0.0005612
220,15568.8,0.66141,0.87605,0.42022,0.92924,0.9687,0.92363,0.96028,0.83354,0.94662,0.89777,0.92381,0.7016,0.62495,1.15482,0.42981,0.88691,0.0005546,0.0005546,0.0005546
221,15639.7,0.66529,0.87389,0.41837,0.9281,0.96778,0.92279,0.95993,0.83152,0.9442,0.89745,0.92326,0.70241,0.6306,1.14718,0.43253,0.88949,0.000548,0.000548,0.000548
222,15711,0.65215,0.8757,0.41574,0.92424,0.96944,0.92211,0.95876,0.83007,0.94198,0.89579,0.91852,0.69857,0.62749,1.17107,0.42222,0.88719,0.0005414,0.0005414,0.0005414
223,15782.1,0.67243,0.94609,0.42213,0.927,0.97094,0.92521,0.95956,0.83252,0.94387,0.89862,0.92118,0.69989,0.62575,1.148,0.42241,0.88651,0.0005348,0.0005348,0.0005348
224,15852.5,0.65463,0.87503,0.41268,0.92565,0.97093,0.91779,0.95815,0.83027,0.94407,0.89528,0.91989,0.69851,0.62514,1.15957,0.42669,0.88924,0.0005282,0.0005282,0.0005282
225,15923.4,0.65795,0.86203,0.41496,0.93457,0.96843,0.9219,0.95493,0.82785,0.94301,0.89572,0.9176,0.69214,0.62383,1.13869,0.42858,0.88692,0.0005216,0.0005216,0.0005216
226,15994.6,0.65184,0.85879,0.41518,0.92974,0.96502,0.92536,0.96392,0.83202,0.94077,0.89685,0.92595,0.69909,0.63185,1.10545,0.42097,0.88793,0.000515,0.000515,0.000515
227,16065.3,0.66064,0.86287,0.41534,0.93083,0.96515,0.92883,0.96603,0.83426,0.94315,0.89528,0.92666,0.70014,0.6317,1.10915,0.41931,0.88777,0.0005084,0.0005084,0.0005084
228,16135.7,0.64955,0.89923,0.41248,0.93238,0.9666,0.92428,0.96228,0.8338,0.9435,0.89139,0.92045,0.70145,0.62717,1.11702,0.41868,0.88573,0.0005018,0.0005018,0.0005018
229,16206.4,0.65674,0.86129,0.41197,0.92794,0.96658,0.92168,0.95942,0.83557,0.94119,0.88858,0.91717,0.69678,0.62104,1.14751,0.42422,0.88835,0.0004952,0.0004952,0.0004952
230,16278,0.659,0.87388,0.41694,0.93185,0.97242,0.9193,0.95944,0.83334,0.94401,0.89013,0.9174,0.70047,0.62685,1.15975,0.42334,0.88839,0.0004886,0.0004886,0.0004886
231,16348.6,0.64929,0.85728,0.41001,0.92528,0.96915,0.91843,0.95914,0.83531,0.9439,0.89185,0.9206,0.70524,0.62288,1.13684,0.42665,0.88794,0.000482,0.000482,0.000482
232,16419.2,0.65519,0.88614,0.41442,0.92959,0.96921,0.91973,0.95876,0.83435,0.94745,0.89326,0.92417,0.70644,0.62219,1.12607,0.42158,0.88644,0.0004754,0.0004754,0.0004754
233,16490.2,0.64845,0.86026,0.41303,0.92848,0.96733,0.92237,0.96079,0.83718,0.94182,0.89723,0.92468,0.70712,0.62668,1.10226,0.42469,0.88785,0.0004688,0.0004688,0.0004688
234,16560.9,0.64974,0.84445,0.40867,0.92442,0.96372,0.92471,0.96052,0.83657,0.9344,0.8955,0.91636,0.6989,0.62739,1.13483,0.42676,0.88533,0.0004622,0.0004622,0.0004622
235,16631.8,0.63367,0.84616,0.40231,0.91811,0.96726,0.92579,0.96104,0.83818,0.93983,0.89766,0.91858,0.69765,0.62244,1.14003,0.42015,0.88476,0.0004556,0.0004556,0.0004556
236,16701.3,0.64232,0.85503,0.40547,0.92754,0.96683,0.92298,0.95991,0.83839,0.93638,0.89476,0.91365,0.69517,0.6178,1.16264,0.42051,0.88547,0.000449,0.000449,0.000449
237,16772.4,0.64212,0.85921,0.40893,0.92372,0.97078,0.92211,0.95965,0.83825,0.94114,0.89256,0.9139,0.69426,0.61413,1.18219,0.42069,0.88423,0.0004424,0.0004424,0.0004424
238,16844.1,0.65712,0.86991,0.41457,0.92634,0.97022,0.92331,0.95974,0.83833,0.94404,0.89421,0.91919,0.70107,0.61904,1.16359,0.42248,0.8852,0.0004358,0.0004358,0.0004358
239,16914.9,0.65821,0.92654,0.4268,0.94702,0.96751,0.92904,0.96195,0.8401,0.93931,0.89831,0.91998,0.7047,0.61934,1.14175,0.41681,0.88398,0.0004292,0.0004292,0.0004292
240,16986.4,0.63122,0.86136,0.40515,0.92006,0.96305,0.92752,0.9606,0.83759,0.94293,0.89528,0.91904,0.69813,0.61881,1.14532,0.42297,0.88372,0.0004226,0.0004226,0.0004226
241,17057,0.64323,0.84222,0.40834,0.92539,0.96485,0.92514,0.95621,0.83673,0.94177,0.89961,0.91979,0.69917,0.61773,1.13577,0.42501,0.88324,0.000416,0.000416,0.000416
242,17127.1,0.63129,0.83662,0.40424,0.92075,0.96595,0.92298,0.9584,0.83709,0.94348,0.90004,0.92135,0.69902,0.61863,1.12718,0.42334,0.88389,0.0004094,0.0004094,0.0004094
243,17197.9,0.6343,0.84267,0.40334,0.92236,0.96733,0.92492,0.9631,0.84128,0.94379,0.89725,0.92233,0.70378,0.61687,1.11943,0.41856,0.8839,0.0004028,0.0004028,0.0004028
244,17268.7,0.63744,0.83741,0.40289,0.92235,0.9682,0.92428,0.9628,0.83962,0.94728,0.89572,0.92379,0.70365,0.61839,1.13468,0.419,0.88441,0.0003962,0.0003962,0.0003962
245,17338.8,0.63308,0.96391,0.4004,0.92176,0.96946,0.92622,0.96312,0.84002,0.94392,0.89875,0.92335,0.70315,0.61713,1.14459,0.41992,0.88264,0.0003896,0.0003896,0.0003896
246,17409.3,0.6372,0.85142,0.40232,0.91931,0.96606,0.92601,0.96024,0.84012,0.94512,0.8979,0.9236,0.70191,0.61338,1.13265,0.41829,0.8818,0.000383,0.000383,0.000383
247,17479.1,0.6408,0.85397,0.42021,0.92732,0.97132,0.92311,0.96063,0.84009,0.94619,0.89783,0.92104,0.70336,0.61777,1.14877,0.4175,0.88538,0.0003764,0.0003764,0.0003764
248,17550,0.63312,0.84028,0.4089,0.91671,0.97083,0.92146,0.96164,0.84177,0.9465,0.89637,0.92192,0.7022,0.61716,1.13117,0.41741,0.88457,0.0003698,0.0003698,0.0003698
249,17620.9,0.64642,0.86865,0.41137,0.94378,0.97227,0.92562,0.96233,0.84037,0.9479,0.90004,0.92549,0.70439,0.61574,1.12248,0.41678,0.88329,0.0003632,0.0003632,0.0003632
250,17691.9,0.62724,0.834,0.39791,0.91815,0.9728,0.92622,0.96201,0.83971,0.94791,0.9017,0.92541,0.70755,0.61486,1.12113,0.41411,0.88169,0.0003566,0.0003566,0.0003566
251,17763,0.62358,0.82403,0.39819,0.91937,0.97041,0.92795,0.96149,0.8415,0.94729,0.89723,0.92318,0.70517,0.61719,1.14884,0.41654,0.88169,0.00035,0.00035,0.00035
252,17833.2,0.64527,0.84949,0.40992,0.92564,0.97047,0.92579,0.96244,0.84436,0.94368,0.89908,0.92047,0.70318,0.6105,1.14821,0.41367,0.8808,0.0003434,0.0003434,0.0003434
253,17903.5,0.63088,0.83932,0.39886,0.9164,0.96984,0.92709,0.96151,0.84215,0.94411,0.89788,0.92261,0.70714,0.6074,1.14302,0.41326,0.88058,0.0003368,0.0003368,0.0003368
254,17974.4,0.63015,0.82692,0.39715,0.91981,0.97305,0.92536,0.96234,0.84296,0.9439,0.89908,0.922,0.70621,0.60684,1.13993,0.4136,0.881,0.0003302,0.0003302,0.0003302
255,18044.3,0.61468,0.8228,0.39078,0.91293,0.97084,0.92622,0.96078,0.84453,0.94431,0.90091,0.92288,0.70805,0.6055,1.15113,0.4153,0.87992,0.0003236,0.0003236,0.0003236
